ID_review,review,nota,sentimento
66867,"O produto era exatamente o que eu precisava: Um rádio AM/FM analógico, com bateria interna e carregamento via USB.",4,positivo
48548,Produto com defeito .   Reclamei no mesmo dia que recebi e até hoje não obtive nenhuma informação sobre ações do vendedor !,2,negativo
101659,Material do balcão muito frágil e chegou com alguns amassados devido o transporte.  O manual do produto tb pode melhorar.,2,negativo
119540,"Comprei 4 pela MagazineJG, os 4 queimaram com 10 meses de uso, fui informada pela MagazineJG q a garantia é de 90 dias apenas.",1,negativo
119621,Imaginem o tamanho do fanatismo de quem escreve um porcaria dessas!,1,negativo
114731,"Chegou antes do previsto e é um produto de ótima qualidade, além de ter um preço bom.",5,positivo
7452,"Gostaria de comprar, mas na descrição acima e foto diz cinza branco e na cor do produto diz palha e vinho esta confuso. Aguardo",1,negativo
34008,Só não coloquei excelente porque a caixa vio um pouco amassada,4,positivo
114439,"sai pouca água, o preço do refil é relativamente caro, sendo trocado a cada seis meses e o meu teve pouco tempo de vida útil.",2,negativo
22481,"Tem um bom acabamento, é rápida na preparação do café, é muito prática. Para quem vai consumir o café logo após a preparação, ela é ótima. Porém, o isolamento térmico é deficiente. Uma hora após preparar o café, ele já está morno.",2,negativo
98131,Qualidade de imagem e audio... pratico para navegar nos aplicativo superou a expectativa,5,positivo
117490,Vou mandar de volta está na garantia estouro a mangueira,1,negativo
110325,Ótima entrega e uma compra.xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,4,positivo
40417,"Material da borda péssimo, cheio de furos na solda, escapa todo o ar, bomba fraca para o volume de água, não recomendo o produto, solicitei a troca.",1,negativo
108087,"Produto que apresenta resultado excelente, tanto na questão de pulgas quanto em irritações na pele.",5,positivo
63437,Lamentável. Não recebi o livro nem sequer justificativa plausível,1,negativo
79917,"Super leve, seca rápido, deixando a pele vistosa. No primeiro uso já senti a diferença.",5,positivo
21736,Boa qualidade do produto e preço justo. Boa qualidade do produto e preço justo. Boa qualidade do produto e preço justo.,5,positivo
97207,"Aconselho a vocês que não compre desse vendedor que.ele não cumpre a negociação, ele é um enrolão nunca compre com esse vendedor, americana deveria deixar de ser intermediário dessa loja.",1,negativo
72949,Passou o prazo de entrega e até hoje eu não recebi o produto.,1,negativo
64779,"bonito ,moderno  , bom espaço interno  , otimo custo beneficio .",4,positivo
63178,"Gostei do tamanho do aparelho, é fácil de utilizar e a bateria carrega rápido. Não cheguei a utilizar a TV.",4,positivo
9964,"Péssima qualidade do produto se soubesse não teria comprado, preferia pagar mais caro que ter um produto de péssima qualidade",1,negativo
26860,"Bote perfeito, cumpre tudo o que anunciam. Diversão garantida. Lembrando apenas que o bote é bem grande e para levar ele inflado, tem que ser no teto do carro, e provavelmente vai ocupar a extensão do carro todo; não aconselho levar desinflado pq demora muito para encher com a bomba que vem com o produto.",5,positivo
90451,"O produto chegou em perfeito estado, conforme o anunciado e apresentado nas imagens, original.",5,positivo
55561,Uma m^e...  esse produto principalmente a loja americana pois não recebi e um grande descanso dessa empresa em resolver a questão comunicação zero. Só mandar email eletrônico e nada de solução.,1,negativo
44925,"É o segundo que compro, rapidez na transferência de dados, compacto. Recomendo.",4,positivo
54990,"Veio dentro do prazo, porém no último dia mesmo, acho que a entrega poderia ser mais rápida !",4,positivo
6392,De fato previne as queimaduras durante as corridas.,5,positivo
104195,Bom. Gostei.Atente a todos os requisitos desejados.,5,positivo
16583,"Muito bom! Excelente desempenho! Recomendo. . . . . . . .""...................",4,positivo
73563,"O produto chegou quebrado. Informei a loja no dia sete de março, buscando uma solução para o problema, mas até  hoje não recebi uma resposta.",1,negativo
27257,"Produto ótimo entrega rápida,  e consegui desconto pelo site muito bom recomendo",5,positivo
46259,Tenho tentado contato com vocês e não consigo Não recebi o produto Gostaria de cancelar pois o atraso está demais Muito difícil acesso à vocês Como devo proceder para cancelar e ser ressarcida Devo procurar o próximo Aguardo retornop,1,negativo
114717,"O produto é muito, procurava um aparelho para aparar a barba, mas é bem completo para cortar cabelo, muito bem eu recomendo.",5,positivo
107347,"Produto de qualidade, muito bom mesmo! Entrega rápida, pratico para levar minha calopsita tanto no carro pois tem um suporte para passar o cinto de segurança como pela alça.  Recomendo.",5,positivo
111401,"produto compacto, leve e de fácil uso. demorou a chegar por problemas operacionais na ECT.",4,positivo
29333,"COMPREI DUAS UMA PARA A COZINHA E A OUTRA PARA O QUARTINHO DE SERVIÇO, FUNCIONA SUPER BEM IMAGEM E SOM PERFEITO.",5,positivo
91182,"Chegou antes do previsto. Smartphone muito bom, rápido, leve e a bateria dura bastante. Recomendo.",5,positivo
70899,"satisfeitissima!!! ótima qualidade, mais bonito que na foto, nao enferruja, n quebra, cor Maraaaa!!! super indico!",5,positivo
79699,"Boa tarde,comprei dois produtos entregaram a embalagem e quando verifiquei só tinha um estou pagando por dois na nota consta 2 já fiz várias reclamações e não me responderam nada até agora se eu não tiver uma resposta em 48 horas vou cancelar as compras.",1,negativo
97937,"Produto com pouca opção de cor tornando repetitivo , costura mal acabada precisando melhorar nesse ponto.",2,negativo
6792,"Ótimo produto, custo beneficio excelente, as facas são muito boas.",4,positivo
108481,Muito bom saber um pouco mais do Bruce!!! Capítulos incríveis! Nota 1000 ao meu ídolo!!,5,positivo
59249,Produto simples  camera não e muito boa mais e bom,4,positivo
31183,"Comprei 2 bandejas, 1 veio quebrada. Já reclamei, estou esperando a solução do meu problema.",1,negativo
18190,"O produto se quer foi entregue, ja tenho uma memória igual a essa, quis dá um UP, porém o vendedor se enrolou inteiro, e após o pagamento ter sido confirmado, foi atualizado que não tinha o produto em estoque, e se quer me davam atualizações sobre tal. E depois de 1 mês a única alternativa que eu tive foi cancelar o pedido e efetuar o estorno do valor! Não recomendo !",1,negativo
9889,estou aguardando o produto..que comprei antes do natal..avaliarei dpois,2,negativo
89351,Não tenho como avaliar pois o produto não chegou e não consigo acompanhar o pedido no link Meus Pedidos no app!,1,negativo
59881,Muito bom eu recomendo. Produto muito bom e atendimento otimo.,5,positivo
64722,Gostei bastante do produto fiz dois excelentes churrasco e consegui limpar bem a pedra só usei água quente e uma faca bem afiada para raspar levemente à superfície,4,positivo
108091,"Linda, potente e funcional,perfeita para uso doméstico devido a jarra ser pequena.",4,positivo
50741,"Infelizmente não consigo avaliar porque não recebi o produto, se vcs conseguirem me dar um retorno agradeço",1,negativo
33618,"já usava antes, comprar online e mais barato, entrega rapida antes do prazo estimado.",5,positivo
7539,"Comprei uma agenda em dezembro e era do ano de 2017. Após reclamação, justificaram que foi erro na compra e que, na descrição do produto constava que era 2017. Quem compraria uma agenda em dezembro para usar menos de um mês?",1,negativo
109917,Empresa sem credibilidade nunca mais compro pela A mericanas,1,negativo
77527,"A entrega do produto demorou muito. Produto chegou com a caixa amassada, rasgada e totalmente aberta parecendo que havia sido atropelado, totalmente inapropriado. O produto é fraco e esquenta demais com pouco tempo de uso. Sem falar que agora não tenho uma caixa apropriada para guardar já que a caixa original a entregadora destruiu.",1,negativo
5110,"Super 10!!!!. Um produto que eu recomendo para quem viaja muito e precisa de espaço na mala, além disso é pequeno, prático e leve sem perder sua potência. Eu recomendo.",4,positivo
40186,Computador ruim. Depois de muitas reclamações consegui a estorno do valor pago.,1,negativo
30418,Mandaram os cadernos com a capa diferente. Capa de florzinhas no lugar dessa prancha de surf.,1,negativo
106883,Não recebi o produto então não tenho como opinar. A data prevista era p dia 18/04 e agora recebi um email que a data prevista é p dia 08/05 quase um mês de atraso. Quando o produto chegar poderei dar minha opinião sobre ele.,1,negativo
109873,funcionou perfeitamente. infelizmente tenho q escrever 50 caracteres.,5,positivo
116815,Consegui derrotar thanos com esse martelo assim salvando metade do universo e os outros vingadores.,5,positivo
127437,"Produto muito bom, recomento a todos, principalmente para quem deseja um aparelho simples",4,positivo
11952,atendeu toda expectativa ha pouca memoria mais sabia deste fato ao adquirir comprei por ter a opcao 4g,4,positivo
1046,"Minha cachorrinha agradece, esse colírio resolve bem quando ela precisa. Female Pet me surpreendeu com entrega rápida e preço justo !",5,positivo
88102,"Aonde esta a organizaçao da empresa que me pede para avaliar um produto que nao recebi, alias nem o produto e tao pouco o reembolso. DECEPCIONADO!",1,negativo
31104,"Aparelho não veio funcionando, já pedi devolução e me prometeram retorno com 48 horas desde o dia 02/01 e até hoje nada de trocas. Estarei movendo uma ação de danos.",1,negativo
4089,Comprei com capa protetora e foi enviado um lençol avulso.,1,negativo
62665,"Gosto muito do produto pela sua eficiência, recomendo a todos que querem uma cor de jambo.",5,positivo
52705,"A marca do cabo dispensa comentários. Vendedor muito bom, produto exatamente como anunciado. Sem surpresas.",5,positivo
18767,"eu gostei muito do  Espelho Iluminado Bancada Banheiro Maquiagem Closed Duplo 5x,",5,positivo
86363,"Materiais de ótima qualidade, somente a bandagem que eu achei muito grande e o material muito mole. Produto chegou antes do prazo em perfeitas condições. Super recomendo!",4,positivo
130075,"Conector USB não conecta em nenhum equipamento que tenho. Testei em vários aparelhos, até em carregador de celular. o formato de encaixe é diferente e o vendedor não informa. Falta de respeito com o consumidor. Tentar fazer devolução de um teclado de R$ 30,00 é perda de tempo, melhor jogar no lixo.",1,negativo
25183,Comprei a caixa estanque para uma viagem. Ao testá-la descobri que vaza pela parte anterior. Veremos ainda se conseguirei trocar o equipamento.,1,negativo
45179,"relogio muito lindo, chegou mto rápido!! recomendo super",5,positivo
79485,"produto chegou certinho! recomendado, preço justo!",4,positivo
99294,Moto z2 Play. Muito bom o produto e entrega bem rapida.,5,positivo
110431,OLÁ COMPREI PARA ENVELOPAR A BOLA DA MOTO UMA GS 800  ESTRAGOU DEIXOU O  MATERIAL TODO DANIFICADO FOSCO E RACHADO PRE JUUUUUU,1,negativo
114386,"O produto esta ótimo, mas  ofertar  um cartão pré-aprovado, que fica na dependência de uma operadora de cartão, que se não houver operação casada com seguro deixa de aprovar R$40,00 de um cliente que só na tv gastou mais de 2.000,00;  ""é pacabácôpequi degoias""  Abçs",5,positivo
11934,"Pelo valor do produto esperava yma qualidade melhor,alem disso naobtem nenhum acessório relevante ou algo que a deixe mais atrativa.  Outro problema é o fato de que a entrega foi feita  no dia 27 (e seria pra dia 18 pela escolha de entrega que eu fiz)sendo um presrnte de Natal e pra criança o atraso na entrega me decepcionou só comprei pq de fato a entrega seria dentro do prazo,poderia ter cido qualquer dia desde q antes do dia 25 e chegou c 9 dias de atraso em relação ao tempo máximo.",2,negativo
55177,"Bom para começar, veio sem sistesma operacional. As caixinhas não vem como esta na foto e possivelmente deve apresentar mais problemas, pois o computador não identifica o HD, ai vem com selos de garantia muito mal colados dando a impressão que ja foram rompidos. Estamos tentando instalar o operacional para identificar os demais problemas. Em breve abriremos o chamado nos orgãos de defesa do consumidor",1,negativo
54927,Gostei. Muito bom.Prazo de entrega excepcional.Recomendo o produto,4,positivo
21297,Muito leve e forte. O turbo é um plus. Excelente custo e beneficio.,5,positivo
18558,"Além de caber muita comida, faz muito rápido e o ruído é baixo.",5,positivo
90223,"Philco sempre está de parabéns, os produtos são de ótima qualidade.",5,positivo
67144,"O produto é lindo, porém pela segunda vez compro e não funciona, marca soniclear pessima, agora reclamei direto ao fabricante, me enviaram um código de postagem e coloquei nos correios ontem, agora só esperar a Santa vontade do PAC chegar e ver se vou receber outro. Só por Deus mesmo, a pessoa precisa do produto com urgência por saúde e tem que esperar todo o trâmite. Mas pra sanitária na fatura basta 1 dia. Realmente péssimo. Deveriam testar os produtos antes de mandar pro cliente. Muito descaso.",1,negativo
107719,"Ao tentar registrar o produto junto a Microsoft descobri que o mesmo serial já vinha sendo utilizado desde 2017 diversas vezes, portanto não pude registrá-lo, ou seja me venderam um produto pirateado e aé agora não tive uma resposta concreta, decepcionante, não recomendo!",1,negativo
128634,"Não  comprem essas cadeiras, são  até bonitas, mas é  muito fragil o encaixe dos pés  alem de frágil é  torto. Produto de péssima qualidade!!!",1,negativo
50818,AMEI AS PANELAS. A QUALIDADE É MUITO BOA AO TODO FIQUEI BASTANTE SATISFEITA COM O KIT,4,positivo
97622,"Obrigado pela oportunidade, entrega rápida e muito antes do previsto. Produto de acordo com as especificações e indicações do profissional. Eu recomendo!!!",5,positivo
74613,"Entregou no prazo ,muito mais rápido do que imaginava.",4,positivo
4076,"Minha maleta veio faltando o adaptador do monopod (pra mim, o essencial). Enviei e-mail para encaminharem o item faltante, porém teria que devolver a maleta para eles reembolsarem. Eu de férias, comprei a maleta exatamente pq ia precisar dos acessórios. Achar que quero passar a perna neles em um item de 10,00 é ridículo. Eu paguei por ele, não é questão de valor. Mas enfim, vou comprar pq realmente não compensa devolver a maleta que no geral é bacana sim e também não tenho tempo hábil para comprar outros acessórios para minha viagem.  E para futuras compras seria interessante passar por uma conferência pra não gerar todo esse incoveniente.",2,negativo
36002,"Lindo, chegou antes do prazo, como eu esperava. Entrega feita corretamente, material de otima qualidade.",4,positivo
61309,"Chegou no prazo, atendimento nota 10,  Moveis com design",5,positivo
5896,"Devolvi na primeira semana de uso, espatula derreteu. Já estou pagando a 2 parcela no cartão e ainda não fizeram o estorno.",1,negativo
124110,Não cabe um Golden adulto deitado nela. Isso é indução do consumidor ao erro.,1,negativo
8073,"Deixou a desejar quanto o lançamento das informações no sistema, ois ate hoje aparece no meu perfil como aguardando Nota Fiscal para despache da mercadoria...  E o SAC de difícil contato e o chat eh uma maquina que não resolve nada.  Exceto  essas situações, o produto chegou dentro do prazo estipulado e material de boa qualidade...",4,positivo
128794,Excelente compra pois meu marido é diabético e tinha que ir no consultório só pra medir a clicose agora vai poder fazer isso em casa...,5,positivo
21650,Produto muito bom..e chegou antes do prazo estabelecido...,5,positivo
72886,"Pena que na pratica vem 1,8 TB. Mas acho que é um defeito em  geral que esses dispositivos de memória tem, como cartões de memória e pen drives.",4,positivo
65332,"Lindo, compacto, parece pequeno porém cabe muita coisa, perfeito para ambientes pequenos, não ocupa muito espaço",5,positivo
11456,"Ótimo livro, chegou antes do prazo e veio muito bem embalado !!!!",5,positivo
23012,Produto eficiente que correspondeu a todas as expectativas do anúncio.,5,positivo
63581,"Não gostei, o alto falante é péssimo. Ao receber ou fazer ligação dificuldade em me ouvir e em ouvir a pessoa que ligou.",1,negativo
18863,"Além, da entrega rápida...........................................................................................................................",5,positivo
60030,O motor para se colocar a laranja  e empurrar.  Se a laranja  estiver um pouco mais seca  para  também.  E os espremedores são  pequenos.,2,negativo
62137,"O equipamento é muito bom. Mas precisa de alguém muito profissional para não tomar muito do seu tempo. O profissional que chamei, trabalha a 12 anos em uma das grandes rede de lojas que revende móveis, montando-os. E mesmo assim ele demorou mais da 4horas... Porém o resultado foi excelente. Indico a todos",4,positivo
121850,"Nao sei minha opiniao sobre o produto, eu nunca recebi, a loja havia me ligado e dito que chegaria dia 25 e depois cancelaram sem nem me informar.",1,negativo
39476,"Gostei muito da tv,tem uma excelente imagem,bom designer.",5,positivo
22330,Excedeu as minhas expectativas. Você pediu a minha opinião e eu estou dando.,5,positivo
64820,"O produtor excelente! O atendimento ao cliente melhor ainda, ligaram pra ver se eu estava satisfeita, se tinha algum defeito. Nunca tive esse atendimento em relação a compras pela internet, nota 1000",5,positivo
34549,Pessoal comprei esse produto é não me entregaram a nota fiscal estou na dúvida sobre a procedência do produto a fixação não é muito boa para um perfume que custa quase 300reais.,1,negativo
106276,"Muito bom, mantém o líquido aquecido por longo tempo.",5,positivo
5564,"Amei,linda perfeita,material bom..ficou linda na minha cozinha.Atendeu as minhas expectativas! !super recomendo.e pequena e baixa, perfeita pra ambientes pequenos.",5,positivo
113723,Bateria lixo aparelho de última geração lixo amperagem... quem inventou não percebeu kkkkk,1,negativo
79434,"Excelente produto, gostei muito vou indicar aos meus amigos.",5,positivo
6995,"Para aparar os  em tamanho 0,5mm é perfeito, porém a parte que apara rente a pele não funciona, nao apara nada independente do tamanho do pelo.",2,negativo
53911,Atende toda descrição da embalagem. Muito bom. Funciona mesmo.,4,positivo
47095,Nunca mais compro neste site e vou divulgar nas redes sociais,1,negativo
23973,o melhor na sua faixa de preço... correspondeu todas as minhas expectativas que eu tinha sobre esse Smartphone j5 pro...alem que a entrega foi bem antes do prazo combinado....,5,positivo
105346,"Celular bom, não esta travando ainda, que assim continue! ~1mesemeiodeuso",5,positivo
27167,"É um bom jogo, muito divertido para jogar em grupo. Visto que ainda é preview, tem muita coisa a melhorar, alguns bugs de gráfico principalmente. A física é boa na maioria dos casos. Aguardamos que abra um servidor exclusivo para a America Latina.",4,positivo
120244,Sabem porque não sei? É porquê eu não recebi nada até hj.,1,negativo
128752,"Só pelo fato de não ter fio,já é muito bom, mas a facilidade de manuseio e melhor ainda, superou a minha expectativa.",5,positivo
13828,"Produto muito melhor do que o esperado, recomendo.....................!",5,positivo
74260,"COMPREI A TV NO DIA 17/03, NO SITE DIZ: ENTREGA DIA 29/03. TUDO MENTIRA!!!! FIGUEI HOJE O DIA TODO EM CASA ESPERANDO A CHEGADA DA MERCADORIA. LIGUEI PARA A CENTRAL DE ATENDIMENTO E ME DISSERAM QUE ATÉ AS 21:00 HORAS A MERCADORIA IRIA SER ENTREGUE. (MENTIRA!!!) NÃO CHEGOU NADA!!!! LIGUEI PARA A TRANSPORTADORA, E ATRAVÉS DE UMA MENSAGEM ELETRÔNICA, FUI INFORMADO QUE SÓ DIA 03/04 QUE SERÁ ENTREGUE;. NÃO COMPREM. ESSE SITE É UMA VERGONHA, NÃO ENTREGA NO PRAZO, MAS RECEBER ELES RECEBEM NO PRAZO, DO CONTRÁRIO O PEDIDO É CANCELADO. NÃO COMPREM NESSE SITE. EU NUNCA MAIS VOU COMPRAR NEM NO SITE MUITO MENOS NA LOJA, MEU DINHEIRO ELES NUNCA MAIS VÃO VER.",1,negativo
54718,sssssssssssssssshhhhhhhhhhhhhhhhhhoooooooooooooooooooooooowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww................................,5,positivo
126647,Quero trocar mu produto!  não veio o controle!  Nayara,1,negativo
124048,"gostaria de saber se essa ""moldura"" pode ser opcional ? colocar ou não. No meu caso seria melhor não colocar para economizar espaço",4,positivo
132307,"O chocolate é bom, porém tem um amargo de stevia no final.",2,negativo
79674,"PRODUTO DE ÓTIMA QUALIDADE, ATENDE AS MINHAS NECESSIDADES.  ENTREGA DENTRO DO PRAZO !  PARABÉNS.",5,positivo
111925,"atendeu minhas expectativas. porém, só achei demorar bastante, em relacao a outros produtos que ja comprei neste site.",5,positivo
92071,Minha opinião é que primeiro entreguem o produto para depois solicitarem avaliação!,1,negativo
126818,"a garrafa em questão diz se térmica, mas  acredito ser só para o frio, pois não permanece quente nem por uma hora..... o qual era a finalidade.",1,negativo
131913,"Qualidade de imagem em 4k , são diferençiadas e de muita qualidade !!! Ultima geração tecnologica !!",5,positivo
63499,"Ate é o momento o produto não foi entregue, atraso de quase 1 mes",1,negativo
115477,Bandeja  com espaco estreito para controles. O da Sky não cabe. E quando coloca os controles pesa a bandeja e fica torta quase caindo do sófa,2,negativo
97704,"Muito grande, tive que dar pontos para diminuir, se tem elástico deveria ser bem menor. E as tiras são bem grossas.",2,negativo
65293,Quero saber como faço pra trocar pois o produto veio com defeito na pulseira... uma peça  esta quebrada e descascada...,2,negativo
73758,Bem legal minha filha adorou é igual da foto! Recomendo,4,positivo
11572,"Na primeira lavada desbotou todo e descosturou...muito fraco o tecido, descartável, principalmente as fronhas...",1,negativo
117392,"Propaganda enganosa, não cumpre o que promete. Não retira nem os cravos superficiais, naão retira oleosidade nem nada. Não limpa a pele.",1,negativo
110377,Muito bom o produto já instalei e estou usando prático entrega rápida muito obrigado,4,positivo
91482,"Gostei muito do desing do produto. Contudo, por o vidro ser escuro qualquer poeirinha destaca.  Tive uma surpresa após quase 3 anos de uso... No meio da madrugada o vidro superior estourou.  Além de fazer um barulhão, minha TV caiu no chão e quebrou.",1,negativo
82493,MTO BOM. EXCELENTE PARA ACABAMENTOS. ADOREI. RECOMENDO.,4,positivo
21425,Gostei muito do produto. Entrega antes da data prevista,5,positivo
43744,"Carrinho excelente e de fácil manuseio ! Amei, vai ajudar muito com o bebê",5,positivo
8406,"Comprei pensando que a semelhança com o vaso sanitário fosse contribuir e que o fato do recipiente destacável ajudasse na higiene. Me enganei completamente. Ele não encaixa o bumbum da nenen. Quando faz xixi é como se estivesse sentada numa tábua, o xixi faz um esguicho para fora e molha todo o piso, escorre pelas laterais, um horror. Para retirar o recipiente cheio de cocô tem de ter muita cautela, pois o peso trava e fica bem complicado retirar sem cometer um desastre.",2,negativo
78036,"Ela vem com um botão que faz ela se transformar em qualquer ferramenta, responde comando de voz, da sempre o torque exato, faz backup, trabalha praticamente sozinha,  to juntando grana pra comprar mais uma.  A minha ta sentindo muito só na caixa de ferramenta.",5,positivo
53001,"O mousepad é ótimo, assim como outros modelos que já tive da marca Digitador. O apoio para pulso é feito de espuma e não gel, o que garante maior durabilidade do produto. Recomendo.",4,positivo
91977,Uma excelente mamadeira pra quem não quer desmamar o bebê,5,positivo
72298,"Produto muito ruim. Com 6 meses pifou a placa. Agora com 1 ano e e 2 meses pifou de novo e dessa vez sem garantia. O conserto fica quase o preço de um novo. Produto porcaria, quase nem uso e pifou. Não recomendo.",1,negativo
41539,Muito bom excelente amei recomendo tem uma bateria muito boa,5,positivo
11266,RECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDORECOMENDO,4,positivo
131395,"Adorei, produto de fácil uso recomendo. Me ajudou bastante",4,positivo
33219,"Produto muito bom bem potente e o 2 martelete que tenho mas o 1 dessa marca, vale muito a pena pelo custo beneficio",5,positivo
47097,Muito o bom o produto. Prático de fácil aceso e instalação.,4,positivo
63010,"Comprei o copo para dar de presente, minha irmã amou!",5,positivo
18305,"Comprei o produto minha filha não uso nem 15 dias,material fraco,descolou na emenda! Não aconselho para ninguém comprar,muito chateada com o produto",1,negativo
56237,Não é nem perto de um quadro. Uma gravura com impressão de péssima qualidade. Não posso nem olhar para o mesmo. Absurdo anunciarem como quadro.,1,negativo
98689,"produto de ótima qualidade e sabor, recomendo para dar um "" UP "" nos treinos!!!",4,positivo
94606,Comecei a usar o produto tem 2 disse apenas. Mas com relação a entrega foi excelente.  Uma semana antes do prazo.  Voltaria com certeza a comprar com a miligrama farmácia,4,positivo
28342,"o preço esta fora de cogitaçâo ainda comprando pela internet, as loja fiscas esta melhor para comprar",1,negativo
50878,Até hoje o óleo que compõe esse kit não foi entregue. Essa loja é fezes (usei outro termo mas o site diz que a linguagem é inadequada).,1,negativo
110291,A entrega foi rápida e o produto é Mara!  Não me arrependo !,4,positivo
56342,"Os adesivos são excelentes, ótima aderência e de cores bem vivas. A loja Quartinhos ainda toma o cuidado de enviar uma espátula para que a aplicação fique perfeita! Adorei tudo! :)",5,positivo
50714,"O PREÇO É MUITO ACESSÍVEL, O PRAZO FOI O MELHOR, ANTES DO TEMPO PREVISTO FOI ENTREGUE.  NO ENTANTO, AS CADEIRAS CHEGARAM AMASSADAS NOS FERROS DE ENCAIXE DEIXANDO SUA MONTAGEM FINAL A DESEJAR, OCORRENDO DESENCAIXE  E NÃO DANDO APOIO SEGURO AO ALUNO.",1,negativo
41681,O dvd tem uma falha qdo esta reproduzindo o filme. Não gostei,2,negativo
57720,"Bonito, fácil de manusear. No geral um excelente aparelho para quem gosta de sofisticaçao, acessibilidade e praticidade. A Asus sempre inovando e surpreendendo seus clientes.",4,positivo
5730,"Comprei um painel no dia 25/11 e respeitando o prazo de entrega deveria ter chegado antes do natal, porem hj dia 04/01 nada de receber. Entrando no site, nos meus pedidos, agora aparece que ai da está aguardando liberação da nota fiscal e nem foi para a transportadora ainda e que a entrega pode ser dia 28/01 ainda. Estou decepcionada pois todos os produtos que comprei nunca tive problemas, só agora, e tb já vou pagar a segunda parcela sem usufruir. Não recomendo pois ninguém merece passar por isso.Estou de férias e infelizmente vou voltar a trabalhr sem arrumar o ambiente.",1,negativo
85931,"Gostei muito, a não ser a cor que pedi foi preto e veio cinza claro.",4,positivo
100020,"Esperei mais de um mês quase para a toalha que comprei chegar e agora que chegou , me arrependi profundamente de ter comprado, péssima qualidade o tecido é horrível, algumas partes então quase que rasgadas, horrível, uma porcaria para não falar né por quê gastei 60 e poucos reais por isso",1,negativo
102885,"Muito bom produto é atendimento, o produto chegou antes do prazo previsto. Recomendo c estrelinhas",5,positivo
50537,"ótimo produto,,,pesquisei bastante antes de adquirir(várias marcas)...e vi que a Nakata é bem comentada...comprei o produto e gostei bastante. Recomendo.",4,positivo
81035,"Já pedi a devolução do pagamento, pois  de acordo com o status da entrega, houveram “dificuldades”. Até agora não tive nenhuma resposta.",1,negativo
84554,"NÃO RECEBI MEU PRODUTO AINDA, NÃO TENHO COMO AVALIAR.",1,negativo
97084,"Computador é muito bom, atende bem as exigências. O índice de desempenho dele é ótimo.",5,positivo
53446,"Produto não chegou. Disse que ja foi entregue e até agora nada, lamentavel!!",1,negativo
38252,"Péssimo produto, carregado 100% na energia elétrica não carregou 30% do celular, com a energia solar então kkkk não carregou um fone de ouvidos bluetooth",1,negativo
14113,"Em geral ele é ótimo, preciso nas medições. Só poderia ser um pouco menor!",4,positivo
109676,recomendo a todos muito bom atendimento entrega super ultra rapida recomendo a todos.,5,positivo
94182,O livro é maravilhoso. Me surpreendeu bastante.  Cada dia mais fã  da Julia Quinn.,5,positivo
96751,Pelo preço e marca esperava mais do produto. Contras: Adquirido a duas semanas e o celular já chegou a travar (não é caso de memória cheia pois só baixei 5 apps para o celular).  Não possui rádio (não é necessariamente um ponto negativo mas acredito que é interessante possuir). Leitor de digital NUNCA destrava nas primeiras tentativas de leitura.  Celular pega muita marca de dedo.  Para carregar esquenta muito a bateria.,2,negativo
111729,"* Avarias no produto recebido * Difícil instalação ( não profissional) * O brilho do preto marca muito fácil com as  mãos * Baixíssima qualidade no MDP * Adesivos para esconder os buracos dos parafusos de péssima qualidade e cor.  * Ferragens das gavetas de baixa qualidade, não vai ter vida útil por muito tempo.",1,negativo
64442,Os alimentos ficaram crocantes e saborosos. Comprei uma para minha mãe também.,5,positivo
85501,"Chegou antes do prazo, em perfeito estado. Aparelho excelente",5,positivo
67270,"Melhor telefone que já possuir , ótima bateria. Perfeito o telefone que eu precisava , é o melhor.",5,positivo
123113,"Excelente acabamento, resistência e design, sempre compro porque é a melhor marca de mochilas e acessórios",5,positivo
119588,"Já fiz a escova Saltore da embalagem preta que diz ser a mesma fórmula e comprei a blue gold só que a blue gold detonou o meu cabelo, deixou áspero e duro, sem brilho. Decepção total, não tem o mesmo efeito da que tem a embalagem preta. To “p” da vida.",1,negativo
77719,"Muito bom produto, não gruda resíduos e é de fácil limpeza.",5,positivo
100585,"Entrega super rapida, produto exatamente como anunciado.",4,positivo
34810,"Estou com duvidas pois comprei o produto, e depois que percebi que no inicio o produto esta samsung J5 prime G570 e la em baixo na descrição do produto esta moto x force. Qual a capa que vai vir? Eu comprei para o meu samsung J5 prime G570",5,positivo
92318,TECIDO DE BOA QUALIDADE VESTE MUITO BEM. AVISO: EMBALAGEM AVARIADA DURANTE TRANSPORTE. CORREIOS NÃO É MAIS CONFIÁVEL.PREFERENCIA VIA TRANSPORTADORA.,5,positivo
118031,"produto funciona para quem ronca, mas este produto tem baixa qualidade no material",1,negativo
12455,Excelente ração úmida para gatos: nutritiva e saborosa!,5,positivo
